Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,output
233,12.5,0.25,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.568853507,0.460305334,37.75813832,6320.96112
334,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.488485703,0.419851618,35.52053432,5649.03716
107,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.48180056,0.446570029,34.02922281,5596.22636
710,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.450102564,0.427937649,33.60534043,5033.68556
502,12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.600435148,0.504526655,42.78112742,7517.44077
82,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,34,0.56,0.395911623,0.405558182,30.68639758,4387.74185
467,25,0.5,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.449877074,0.425220363,33.97877886,4966.77945
426,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.566350244,0.488638858,39.18675925,7048.87072
476,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.440365017,0.398255665,32.31099546,5004.15434
577,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.4693892,0.433844688,34.15934595,5234.74696
409,12.5,0.25,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.483872542,0.445308404,35.18441169,5722.57676
758,25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.38581266,0.401537849,30.27510191,6260.47363
202,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.475118209,0.41985155,34.5252582,5741.2103
743,25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.387861179,0.400102144,30.13586876,3948.98691
383,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.603524723,0.50146507,42.79905453,7914.17118
86,12.5,0.25,0.25,0.25,0.63,86,52,71.9,62,30,50.8,16,0.26,0.527308548,0.464066853,37.67361372,6327.47736
626,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.390063566,0.402362581,31.77298278,4574.81387
306,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.557250655,0.470373306,38.34178123,5729.71505
40,37.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,16,0.26,0.363726236,0.388819023,29.37060684,3631.90544
557,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.407564155,0.401506621,30.39027791,4125.75712
488,12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.583697575,0.497978979,41.44744954,7557.46014
225,12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.542831206,0.470846733,38.48035199,6998.37875
158,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79,68.2,33,55.9,16,0.26,0.546275069,0.459464772,36.25083805,6801.49205
178,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.429092481,0.395435754,31.59741611,4930.61903
127,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.494906594,0.446570029,35.18597077,5946.05226
119,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.553671368,0.470373306,38.82636429,6998.37875
585,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.555568429,0.471650366,38.12143292,6691.04322
726,25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.340063353,0.388821721,28.87371362,3385.36422
765,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.502842336,0.450786211,36.01862394,6107.38247
773,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.423038771,0.42018755,31.13586876,4574.81387
573,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.467905283,0.434349356,34.17462527,5234.74696
752,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.434666745,0.423927032,31.37824094,5732.24032
569,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.48180056,0.439422701,35.88401108,5729.71505
741,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.546174929,0.454917386,37.02918026,6731.61844
69,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,16,0.26,0.50476135,0.451012573,36.40698205,6335.29639
670,25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.437609121,0.426773305,33.23244939,4737.63925
574,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.401537849,0.402855862,32.29905902,4232.76231
256,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.349908358,0.379871916,28.43820263,3784.11935
669,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.612478041,0.50404651,42.23972427,7969.02575
252,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.505120461,0.450498441,35.18441169,5867.99722
441,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.476807761,0.415160646,33.29484344,5514.66748
476,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.38895631,0.377566465,29.38856018,4641.00151
347,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.593029845,0.492820232,41.05919357,7004.01554
568,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.525063322,0.45386752,36.43078186,5964.79111
607,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.423038771,0.423988312,32.6584962,4476.81146
585,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.521906846,0.455614374,36.31114278,7152.13259
621,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,16,0.26,0.527591617,0.471871207,39.41382075,6942.3963
357,12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.58249065,0.491813116,41.93452098,7554.4683
687,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.398218446,0.403128905,31.70230081,4789.59697
517,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.490016595,0.457845739,36.62496616,5777.3754
196,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.596036127,0.494588902,41.21921269,7521.71436
425,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.562619298,0.471713424,39.81661146,7219.76039
89,12.5,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,24,0.39,0.530709113,0.452680279,36.83081961,6132.41738
26,37.5,0.75,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.401490054,0.404796043,31.67889844,4200.97375
95,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.584016198,0.495006371,41.17620131,7738.88171
21,37.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,16,0.26,0.489723491,0.446137572,35.6026819,4808.60902
88,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.467905283,0.425457642,33.85831713,5150.94289
181,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.538593399,0.444658692,38.05729766,6801.32393
286,12.5,0.25,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.509158377,0.455404808,36.81673726,6493.25828
679,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.638787728,0.529619103,44.99434918,8212.79289
275,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.54613583,0.453649741,36.21076317,6821.8081
741,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.565239387,0.481349777,39.23039094,7423.46988
710,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.350874635,0.388819023,29.73999168,2988.05944
523,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.33163021,0.372338285,27.735098,3049.39771
68,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.362183686,0.394915268,29.37060684,3496.35236
303,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.58492102,0.485548321,40.50451387,7071.83395
607,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.511830268,0.401091418,30.5797224,8104.93497
730,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.544644313,0.441470296,35.49661897,7048.87072
691,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.44371199,0.395435754,31.56258602,4813.45285
327,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.509782413,0.454917386,36.6742427,6125.69538
667,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.535364693,0.461179325,38.61011529,6626.50685
466,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.633144179,0.527735445,44.39094402,8634.77583
193,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.323727288,0.377915162,27.91944764,3471.19214
309,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.505120461,0.41985155,35.89837298,6010.76008
359,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.589622441,0.490981116,40.03764422,7172.43501
584,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.49368953,0.446518367,35.51371293,5728.74828
334,12.5,0.25,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.507541905,0.451546571,36.46620322,6202.32702
149,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79,68.2,33,55.9,16,0.26,0.496598201,0.442248924,35.88401108,5524.14541
715,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.379906235,0.375406416,29.74258268,3804.61017
552,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.621376432,0.513208594,43.2557857,8109.2305
314,12.5,0.25,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.571708025,0.48518887,40.81318096,7479.93417
195,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.583378727,0.491617371,41.35738644,8823.69011
186,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.49368953,0.449545727,35.64822051,6449.04157
30,25,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.442626748,0.424902006,33.26713681,4503.16186
524,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.474162324,0.436345708,34.52656124,5548.12201
489,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.450102564,0.410575532,32.514844,5313.37828
638,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.535364693,0.446570029,37.27729673,6325.26613
266,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.435969213,0.417486081,32.41787171,4888.50303
252,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.363726236,0.398863863,29.52823594,3723.52338
743,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.565324698,0.446570029,39.85898134,7080.04004
569,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.51175153,0.431122059,33.58954163,6015.22456
639,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.533820778,0.453119748,36.67145553,6614.21931
694,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.53427161,0.460180133,37.52274536,6335.29639
524,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.479965751,0.437265704,34.33849206,5498.43844
442,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.382036352,0.403128905,30.79125626,3901.98955
683,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.544066693,0.473660277,38.48035199,6958.17479
260,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.53434503,0.476308423,38.93451187,6836.60081
628,25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.342841074,0.38126925,28.45383631,3139.43255
749,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.506793789,0.453338519,36.50541263,6115.94707
462,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.476126065,0.413380913,33.31223192,6569.24967
487,25,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.392583006,0.396533319,30.68639758,3937.91539
579,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.47767525,0.437359742,34.74417997,5722.57676
12,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.288159094,0.367762987,27.40175511,2825.00374
417,12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.544066693,0.466492143,37.7247238,6465.37205
72,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.458246439,0.381851426,29.77562706,5948.11447
379,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.638323095,0.520974303,40.0282126,7903.51351
253,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.496636394,0.442952601,35.71826335,5535.05665
187,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.563746659,0.472670389,39.49160012,6922.84679
528,25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.473458531,0.427937649,34.66057255,5356.87186
599,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.621810512,0.513208594,43.33471751,8307.38018
471,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.52950023,0.448946243,36.46620322,7502.24389
437,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.491813116,0.448256199,35.16668937,5628.8828
522,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.545094508,0.447095519,37.55556802,6540.10545
268,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.579981861,0.484791782,39.64669117,7669.81182
483,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.37680364,0.39617025,29.55801912,3764.31973
233,12.5,0.25,0.25,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.480072982,0.430077888,34.0430221,5333.97357
621,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,34,0.56,0.425493214,0.427430828,31.87518207,4920.13663
322,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.575589557,0.488527456,39.92318644,7669.81182
191,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.53255682,0.465680233,37.67828481,6327.47736
568,25,0.5,0.25,0.63,0.25,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.502979625,0.450498441,35.90984596,6554.97686
521,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.391627198,0.399172403,31.10161493,4057.55521
112,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.595273348,0.494164753,41.73066669,7206.90196
289,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.546259537,0.451036893,37.07093657,6822.97163
467,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.40294843,0.408038131,31.56258602,4418.44126
635,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.489723491,0.445497348,34.0430221,5151.38647
599,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.46082121,0.397617195,32.76315093,5124.8549
685,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.491627198,0.449545727,35.34533175,6013.40759
356,12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.62818447,0.513728593,44.39094402,8489.69192
337,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.489823352,0.44252903,35.50564628,5741.2103
352,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.552926828,0.47767525,38.45252155,6994.24801
772,25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.483805569,0.439422701,34.0430221,5643.36045
591,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.566413581,0.484349504,40.03764422,6770.23332
158,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.498657334,0.448463132,36.9753139,5916.86224
653,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.489635345,0.442789316,35.05053194,5531.35174
476,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.621376432,0.513721618,43.33471751,8621.81568
597,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.454937519,0.405976473,32.71791783,5347.71894
168,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.378833119,0.370487534,29.37060684,3708.20502
119,37.5,0.75,0.25,0.25,0.75,86,52,71.9,62,30,50.8,34,0.56,0.340822336,0.377566465,28.28286806,3387.78516
389,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.645640994,0.502740901,42.48753914,8064.73881
704,25,0.5,0.38,0.5,0.63,89,39,65.6,66,28,45.3,34,0.56,0.520180895,0.460795368,37.44044874,6327.47736
227,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.599956822,0.496548991,41.78031158,7174.6649
209,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.496598201,0.447536765,35.11807556,5948.11447
319,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.645640994,0.508131009,43.68715255,8408.38341
386,12.5,0.25,0.38,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.529678291,0.466492143,37.23938598,5945.89951
226,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.53255682,0.465157167,37.67828481,6374.4443
109,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.545028739,0.462547404,37.38218685,6374.4443
461,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.490320807,0.444703745,35.92331365,6024.94599
555,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.502106031,0.451546571,35.52053432,6060.28382
450,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.531583632,0.445134287,38.6454264,6614.21931
480,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.448841436,0.419747673,33.99420814,5086.60991
486,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,34,0.56,0.320564713,0.379871916,26.48732245,3238.02815
337,12.5,0.25,0.25,0.75,0.5,86,52,71.9,62,30,50.8,34,0.56,0.49739138,0.448647248,35.89130977,5715.0084
585,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.429210588,0.42726083,33.30696962,4905.49871
458,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.483805569,0.445308404,34.66057255,5429.68161
515,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.386657299,0.395502524,30.12737627,3941.25512
723,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.419015102,0.4228466,33.44747085,4558.98072
558,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.371183688,0.393418576,30.68639758,3968.33018
472,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.53513718,0.44252903,37.96058614,7626.61733
729,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.520587192,0.46326367,37.55556802,6500.09778
583,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.494584864,0.447853006,35.48700839,5199.53404
712,25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.476178181,0.438231396,33.22890035,5439.4215
211,12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.52661476,0.462697311,37.03174422,6236.70711
464,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.320564713,0.379871916,27.71977169,3182.69865
699,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.566350244,0.476836137,38.19630554,6696.23571
410,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.571610169,0.469892556,39.98873363,7557.46014
360,12.5,0.25,0.38,0.38,0.63,86,52,71.9,62,30,50.8,34,0.56,0.450822025,0.420598245,32.81456057,4769.31827
307,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.54613583,0.455560504,38.48035199,7004.01554
630,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.521906846,0.451036893,36.43071573,6880.7759
715,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.582848693,0.488615886,40.37019338,7558.00588
249,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.476364762,0.423927032,33.28905228,5454.63385
168,12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.507541905,0.453338519,36.28998253,6491.22353
756,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.473688611,0.437681481,34.77772061,5333.97357
631,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.392583006,0.400083006,30.66218699,4051.55129
457,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.32833671,0.377888031,28.23425966,3244.32926
209,12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.645640994,0.532222816,43.95536146,6862.90839
424,12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.494677622,0.446575791,35.8744954,5333.87334
128,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.51175153,0.457845739,32.9240208,5882.96562
748,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.538593399,0.459420676,36.36293728,6941.82413
602,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.41545835,0.402362581,32.81196654,4700.57615
169,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.612974151,0.458254721,37.77937909,8655.67644
591,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.490320807,0.449871489,36.99403039,5966.71128
478,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.354086468,0.380185034,29.46743356,1637.70402
691,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.541142146,0.445134287,37.7247238,6451.10052
97,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.529678291,0.440375173,36.41565722,6846.00686
546,25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.58337988,0.486889324,40.17821466,7183.10038
468,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.480072982,0.446450716,35.71826335,5360.87391
735,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.44371199,0.425331523,33.29902167,5330.36931
553,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.520637077,0.435291285,35.18597077,6237.20605
421,12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.626397463,0.516147572,43.68715255,8307.38018
255,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.596753394,0.493757519,41.05919357,8538.462
554,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.437424398,0.439422701,31.02327724,4234.86859
348,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.551775489,0.471125278,38.34178123,6543.97182
301,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.566350244,0.446570029,39.98873363,8440.96097
180,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.582954458,0.486889324,41.05919357,7457.50606
